pipeline_version,dataset,learner,repeat,method,ridge_lambda,huber_delta,outlier_rate,clone_frac,n_outlier_rows,n_clones,d_original,d_total,model_fit_time_sec,model_test_accuracy,model_test_log_loss,orientation,solver,cond_raw,cond_reg,lambda_min_raw,lambda_min_reg,lambda_max_raw,lambda_max_reg,system_min_singular_value,solver_svd_tolerance,coef_fro_norm,mean_iter,converged,mean_huber_weight,frac_downweighted,residual_mode,effective_delta_on_l2_norm,clean_target_reconstruction_mse,clean_target_reconstruction_rmse,clean_target_reconstruction_r2,clean_target_reconstruction_cosine,operator_cosine_flat,operator_spearman_global,operator_topk_jaccard,clone_mass_ratio,clone_topk_infiltration,irrelevant_decoy_mass_ratio,irrelevant_decoy_topk_infiltration,outlier_weight_ap,mean_weight_outlier_rows,mean_weight_nonoutlier_rows,bootstrap_cosine_flat,bootstrap_spearman_global,bootstrap_topk_jaccard,log10_cond_reg,log10_coef_norm
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,HuberRidgeAIME,1e-05,1.0,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,1.8554292278116857,1.855428998109913,37.24085313100323,37.24086313100323,69.09776736790572,69.09777736790572,37.24086313100324,6.90977773679057e-11,5.724376644136546,9,True,0.9115107419225897,0.19327731092436976,rms,6.708203932499369,0.8707269360277017,0.9331275025566986,0.26031736485068,0.5123308262900758,0.9960980497470592,0.9814229249011857,0.8181818181818182,0.3414562769343634,0.13333333333333333,0.018678245191366773,0.0,0.9811507936507936,0.3023534482731328,0.9798274477524354,0.9862774013204525,0.942292490118577,0.8303030303030303,0.2684443398116901,0.7577282010990436
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,HuberRidgeAIME,1e-05,2.0,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,1.8260577109138831,1.8260575019137477,39.52425681737884,39.524266817378845,72.17357392951524,72.17358392951525,39.524266817378845,7.217358392951526e-11,5.783836104983829,6,True,0.9583335619844191,0.09243697478991597,rms,13.416407864998739,0.8743595689276914,0.9350719592243644,0.25723144277245336,0.5092155044197797,0.9889810066892544,0.9581027667984189,0.8181818181818182,0.33643029107931505,0.06666666666666667,0.01887797533248264,0.0,0.8501400560224092,0.5947724323933083,0.9991067727796838,0.981047600304735,0.9373913043478259,0.7878787878787878,0.2615144491953467,0.762215977974301
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,RidgeAIME,0.0001,1.0,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,1.8780196432401657,1.8780174770794287,40.53334834378025,40.53344834378026,76.12242439591554,76.12252439591555,40.53344834378026,7.612252439591556e-11,5.801914508074988,1,True,1.0,0.0,rms,6.708203932499369,0.9006413029951744,0.9490212342172194,0.23490510657339614,0.48727122609391593,0.9578611542886498,0.9339920948616601,0.6666666666666666,0.32613538200153314,0.06666666666666667,0.02102942235548383,0.0,0.10084033613445378,1.0,1.0,0.9648748193475143,0.9038998682476942,0.793939393939394,0.27369962955087906,0.7635713251311013
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,HuberRidgeAIME,0.0001,0.5,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,2.2386082140122245,2.238603532137564,26.45529027909287,26.455390279092867,59.22303012285506,59.22313012285507,26.45539027909287,5.922313012285506e-11,5.715253302725886,14,True,0.7347810956726544,0.6974789915966386,rms,3.3541019662496847,0.8710839853668902,0.9333188015715157,0.2600140513948058,0.5119719365048288,0.9947202611728034,0.981159420289855,1.0,0.34149659783068453,0.06666666666666667,0.017534368971571505,0.0,0.9811507936507938,0.15072926232048003,0.8002822358616829,0.9870077575408102,0.9274571805006586,0.8181818181818181,0.3499771846682158,0.7570354832944265
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,HuberRidgeAIME,0.0001,1.0,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,1.8554293412646767,1.8554270442520688,37.2408510727125,37.24095107271251,69.09776777397889,69.09786777397889,37.240951072712505,6.90978677739789e-11,5.724363506894699,9,True,0.9115107283510478,0.19327731092436976,rms,6.708203932499369,0.8707269757167411,0.9331275238233738,0.26031733113483635,0.5123308179584811,0.9960980452833484,0.9814229249011857,0.8181818181818182,0.3414562561708707,0.13333333333333333,0.018678249670204688,0.0,0.9811507936507936,0.30235346140351943,0.9798274311862847,0.9862773939639929,0.942292490118577,0.8303030303030303,0.2684438824780342,0.7577272044074309
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,HuberRidgeAIME,0.0001,2.0,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,1.8260577264992626,1.826055636502611,39.52425646197858,39.524356461978584,72.17357389653439,72.1736738965344,39.52435646197859,7.21736738965344e-11,5.783824140703765,6,True,0.9583335587206929,0.09243697478991597,rms,13.416407864998739,0.8743595938972442,0.9350719725760388,0.25723142156081535,0.5092154949644077,0.9889809965940557,0.9581027667984189,0.8181818181818182,0.33643027491823746,0.06666666666666667,0.018877979369302876,0.0,0.8501400560224092,0.5947724346054966,0.9991067689018365,0.9810475925227815,0.9373913043478259,0.7878787878787878,0.2615140055410937,0.7622150796040686
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,RidgeAIME,0.001,1.0,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,1.8780196432401657,1.8779979821137598,40.53334834378025,40.53434834378025,76.12242439591554,76.12342439591554,40.53434834378026,7.612342439591555e-11,5.8018000402202805,1,True,1.0,0.0,rms,6.708203932499369,0.9006411617602198,0.9490211598063658,0.23490522655250679,0.4872709608653842,0.9578607227469529,0.9339920948616601,0.6666666666666666,0.32613515911992086,0.06666666666666667,0.021029473745119296,0.0,0.10084033613445378,1.0,1.0,0.964874559161436,0.9038998682476942,0.793939393939394,0.2736951212861464,0.7635627567097653
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,HuberRidgeAIME,0.001,0.5,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,2.238601056256029,2.2385542395252056,26.4553764812534,26.456376481253404,59.22303373458476,59.22403373458475,26.456376481253404,5.922403373458475e-11,5.715042018419781,14,True,0.7347818932112772,0.6974789915966386,rms,3.3541019662496847,0.8710848644161662,0.9333192724979841,0.26001330464234185,0.5119714851620994,0.9947197898730561,0.981159420289855,1.0,0.34149605334667116,0.06666666666666667,0.017534497108553742,0.0,0.9811507936507938,0.15072937720148902,0.8002831099600385,0.9870077055805273,0.9274571805006586,0.8181818181818181,0.3499676216773012,0.7570194277848028
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,HuberRidgeAIME,0.001,1.0,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,1.8554304757562636,1.855407506142137,37.24083049054965,37.241830490549646,69.0977718346389,69.09877183463891,37.24183049054964,6.909877183463891e-11,5.724232138055291,9,True,0.9115105926411626,0.19327731092436976,rms,6.708203932499369,0.8707273727570879,0.9331277365704482,0.26031699384901474,0.5123307346320233,0.9960980006454692,0.9814229249011857,0.8181818181818182,0.34145604854140266,0.13333333333333333,0.018678294457431875,0.0,0.9811507936507936,0.3023535927020568,0.9798272655315295,0.9862773204010649,0.942292490118577,0.8303030303030303,0.2684393092246514,0.7577172376370391
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,HuberRidgeAIME,0.001,2.0,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,1.8260578823492715,1.8260369828528338,39.52425290805748,39.52525290805748,72.17357356672447,72.17457356672448,39.52525290805749,7.217457356672446e-11,5.783704500796227,6,True,0.958333526084103,0.09243697478991597,rms,13.416407864998739,0.8743598437171441,0.9350721061592759,0.25723120933878074,0.5092154004054287,0.9889808956434373,0.9581027667984189,0.8181818181818182,0.3364301133098728,0.06666666666666667,0.018878019736791776,0.0,0.8501400560224092,0.5947724567250817,0.9991067301243672,0.9810475147033084,0.9373913043478259,0.7878787878787878,0.2615095690834186,0.762206096016775
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,RidgeAIME,0.01,1.0,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,1.8780196432401657,1.8778030800604804,40.53334834378025,40.54334834378025,76.12242439591554,76.13242439591554,40.543348343780245,7.613242439591555e-11,5.800655628761638,1,True,1.0,0.0,rms,6.708203932499369,0.9006397614083711,0.9490204220186049,0.23490641615156782,0.48726830835606805,0.9578564078747671,0.9339920948616601,0.6666666666666666,0.3261329306125688,0.06666666666666667,0.021029987558910918,0.0,0.10084033613445378,1.0,1.0,0.9648719575966153,0.9038998682476942,0.793939393939394,0.27365004707432017,0.7634770831942084
r5_final_inverse_map_complete_2026-08-31,breast_cancer,lgbm,0,HuberRidgeAIME,0.01,0.5,0.1,0.5,17,15,30,45,1.1054098330205306,0.935672514619883,0.3509590460274741,X ~= Y A^T,SVD normal-system solve,2.238529554288985,2.238061588432266,26.456237579250836,26.46623757925084,59.223069716443874,59.233069716443865,26.46623757925084,5.923306971644387e-11,5.712930257295001,14,True,0.7347898595648108,0.6974789915966386,rms,3.3541019662496847,0.8710936924964622,0.9333240018859807,0.26000580518708616,0.511966967514742,0.9947150745463399,0.981159420289855,1.0,0.34149061221724636,0.06666666666666667,0.017535777829544553,0.0,0.9811507936507938,0.15073052525111438,0.8002918409831693,0.9870071859788002,0.9277733860342554,0.8181818181818181,0.34987203355437374,0.7568589222827065
