n,d,C,repeat,method,runtime_sec,n_times_d,cond_raw_median,cond_reg_median,lambda_min_raw_median,lambda_min_reg_median,mean_iter,mean_huber_weight,frac_downweighted,coef_l2_norm_mean
4000,20,3,1,RidgeAIME,0.0008637910359539092,80000,8.921793604980113,8.921742312075429,1544.412888902478,1544.4228889024764,1.0,1.0,0.0,0.1210734707213469
4000,20,3,1,HuberRidgeAIME,0.003648207988590002,80000,8.958786754505875,8.958734735363812,1529.9627061100239,1529.9727061100245,10.666666666666666,0.9995620768888732,0.002,0.12512325055964316
4000,20,3,2,AIME,0.000921917031519115,80000,8.672138799631563,8.672138799631563,1547.62838924647,1547.62838924647,1.0,1.0,0.0,0.1273600572837482
4000,20,3,2,HuberAIME,0.003513542003929615,80000,8.693960418971397,8.693960418971397,1540.3663191762955,1540.3663191762955,11.0,0.9996795600452781,0.0018333333333333335,0.13095590770722998
4000,20,3,2,RidgeAIME,0.0007960409857332706,80000,8.672138799631563,8.672089226431181,1547.62838924647,1547.6383892464698,1.0,1.0,0.0,0.12735973415253282
4000,20,3,2,HuberRidgeAIME,0.0037617500056512654,80000,8.693959954486651,8.693910005917104,1540.366435832298,1540.3764358322974,11.0,0.9996795635855446,0.0018333333333333335,0.13095551731867094
4000,100,3,0,AIME,0.004236125038005412,400000,17.31587333349879,17.31587333349879,869.9701746560115,869.9701746560115,1.0,1.0,0.0,0.15881014676662264
4000,100,3,0,HuberAIME,0.016145541972946376,400000,17.347369356679586,17.347369356679586,867.811763034745,867.811763034745,12.333333333333334,0.9997230504460282,0.0013333333333333333,0.16075713003253492
4000,100,3,0,RidgeAIME,0.004104499996174127,400000,17.31587333349879,17.315685790451322,869.9701746560115,869.980174656003,1.0,1.0,0.0,0.15880954273806527
4000,100,3,0,HuberRidgeAIME,0.01640979095827788,400000,17.347368897833164,17.34718052541556,867.8117913556314,867.821791355626,12.333333333333334,0.9997230527550474,0.0013333333333333333,0.16075649095615693
4000,100,3,1,AIME,0.0041433750302530825,400000,18.375780867490516,18.375780867490516,857.1284924276498,857.1284924276498,1.0,1.0,0.0,0.1581867051883538
4000,100,3,1,HuberAIME,0.015014917007647455,400000,18.384935490779267,18.384935490779267,856.5010203096391,856.5010203096391,11.333333333333334,0.9998629519748983,0.0007500000000000001,0.15922777712169764
4000,100,3,1,RidgeAIME,0.004283250018488616,400000,18.375780867490516,18.37557814901486,857.1284924276498,857.1384924276465,1.0,1.0,0.0,0.15818605230511032
4000,100,3,1,HuberRidgeAIME,0.01495487499050796,400000,18.384935226767418,18.384732252905835,856.5010351001007,856.5110351001015,11.333333333333334,0.9998629535417388,0.0007500000000000001,0.15922710263457265
4000,100,3,2,AIME,0.004065958026330918,400000,18.365843704024982,18.365843704024982,825.3569523182636,825.3569523182636,1.0,1.0,0.0,0.1529002968572878
4000,100,3,2,HuberAIME,0.015625791042111814,400000,18.358358193131025,18.358358193131025,824.2819329031522,824.2819329031522,12.333333333333334,0.9997421882143148,0.0014166666666666668,0.15553348479418183
4000,100,3,2,RidgeAIME,0.004248332988936454,400000,18.365843704024982,18.365633302534544,825.3569523182636,825.3669523182596,1.0,1.0,0.0,0.15289965169604336
4000,100,3,2,HuberRidgeAIME,0.01665808301186189,400000,18.35835822292554,18.358147828949406,824.2819649924219,824.291964992418,12.333333333333334,0.9997421922028741,0.0014166666666666668,0.15553277708671187
4000,300,3,0,AIME,0.022888542036525905,1200000,43.199116681295386,43.199116681295386,392.74937149665743,392.74937149665743,1.0,1.0,0.0,0.21910626168610067
4000,300,3,0,HuberAIME,0.081124083022587,1200000,43.199116681295386,43.199116681295386,392.74937149665743,392.74937149665743,9.666666666666666,0.9999900277293833,8.333333333333333e-05,0.2191965287664904
4000,300,3,0,RidgeAIME,0.021632333984598517,1200000,43.199116681295386,43.19804225456624,392.74937149665743,392.7593714966587,1.0,1.0,0.0,0.21910427853920614
4000,300,3,0,HuberRidgeAIME,0.07532033399911597,1200000,43.199116681295386,43.19804225456624,392.74937149665743,392.7593714966587,9.666666666666666,0.999990028694342,8.333333333333333e-05,0.2191945340571837
4000,300,3,1,AIME,0.021830416982993484,1200000,42.62006333842813,42.62006333842813,402.613935073587,402.613935073587,1.0,1.0,0.0,0.21143975223345457
4000,300,3,1,HuberAIME,0.09135229099774733,1200000,42.62006333842813,42.62006333842813,402.61202396542575,402.61202396542575,12.666666666666666,0.9999885941050332,0.00016666666666666666,0.21148338060777902
4000,300,3,1,RidgeAIME,0.023262917005922645,1200000,42.62006333842813,42.61902961788352,402.613935073587,402.6239350735889,1.0,1.0,0.0,0.21143798860167498
4000,300,3,1,HuberRidgeAIME,0.09220058302162215,1200000,42.62006333842813,42.61902961788352,402.6120241520214,402.62202415201887,12.666666666666666,0.9999885947954245,0.00016666666666666666,0.21148161291620549
4000,300,3,2,AIME,0.022870583983603865,1200000,42.98318722396194,42.98318722396194,403.86228901752764,403.86228901752764,1.0,1.0,0.0,0.2027946985993981
4000,300,3,2,HuberAIME,0.06235545896925032,1200000,42.98318722396194,42.98318722396194,403.86228901752764,403.86228901752764,7.666666666666667,0.9999844519680902,8.333333333333333e-05,0.20281230576528428
4000,300,3,2,RidgeAIME,0.022167291026562452,1200000,42.98318722396194,42.982147707551874,403.86228901752764,403.87228901752223,1.0,1.0,0.0,0.20279285832011995
4000,300,3,2,HuberRidgeAIME,0.06326658296165988,1200000,42.98318722396194,42.982147707551874,403.86228901752764,403.87228901752223,7.666666666666667,0.9999844520871409,8.333333333333333e-05,0.20281046725825327
