dataset,learner,repeat,outlier_rate,clone_frac,condition,method,n_total,n_test,d_before,d_after,n_outlier_rows,n_clones,fit_time_sec,test_accuracy,test_log_loss,explain_time_sec,cond_raw_median,cond_reg_median,lambda_min_raw_median,lambda_min_reg_median,mean_iter,mean_huber_weight,frac_downweighted,coef_l2_norm_mean,bootstrap_topk_jaccard,bootstrap_spearman_global,bootstrap_cosine_flat,bootstrap_relative_l2_similarity,noise_topk_jaccard,noise_spearman_global,noise_cosine_flat,noise_relative_l2_similarity,decoy_decoy_mass_ratio,decoy_decoy_resistance_mass,decoy_decoy_topk_infiltration,decoy_decoy_best_rank,decoy_decoy_best_rank_percentile,error
breast_cancer,mlp,0,0.0,0.0,out0.00_clone0.00,RidgeAIME,569,171,30,30,0,0,0.017252666992135346,0.9239766081871345,0.3335962758180425,0.0004466250538825989,140543.62732968517,87052.9964542739,0.016274251215642938,0.02627425121572255,1.0,1.0,0.0,0.609922207988187,0.5445665445665446,0.6304783092324805,0.5170537035849707,-0.1085337683224249,0.7651515151515151,0.9518909899888766,0.9167917164878356,0.5949352151280447,0.10809059031869657,0.8919094096813035,0.3333333333333333,6.666666666666667,0.8229166666666666,
breast_cancer,mlp,0,0.0,0.0,out0.00_clone0.00,HuberRidgeAIME,569,171,30,30,0,0,0.017252666992135346,0.9239766081871345,0.3335962758180425,0.0005470420001074672,140543.62732968517,87052.9964542739,0.016274251215642938,0.02627425121572255,2.0,1.0,0.0,0.609922207988187,0.5445665445665446,0.6304783092324805,0.5170537035849707,-0.1085337683224249,0.7651515151515151,0.9518909899888766,0.9167917164878356,0.5949352151280447,0.10809059031869657,0.8919094096813035,0.3333333333333333,6.666666666666667,0.8229166666666666,
breast_cancer,lgbm,0,0.0,0.25,out0.00_clone0.25,AIME,569,171,30,38,0,8,0.907214208971709,0.9590643274853801,0.3118877769450575,0.000814041995909065,748700.8295979791,748700.8295979791,0.004166511945695423,0.004166511945695423,1.0,1.0,0.0,7.143927727020215,0.43747755512461395,0.7201736149104571,0.5548626356100468,-0.27595379135880455,0.5367445054945055,0.7564284932705985,0.36815413203582303,0.08172661345493755,0.019758343781714014,0.980241656218286,0.05555555555555555,16.166666666666668,0.6208333333333335,
breast_cancer,lgbm,0,0.0,0.25,out0.00_clone0.25,HuberAIME,569,171,30,38,0,8,0.907214208971709,0.9590643274853801,0.3118877769450575,0.0008609169744886458,750090.5818333803,750090.5818333803,0.004158754618121604,0.004158754618121604,5.5,0.9988504932602158,0.011695906432748537,7.345528133373852,0.4344474969474969,0.7499908815698287,0.5498024380492831,-0.25618933107292086,0.5367445054945055,0.7763431447641974,0.3598601267400261,0.07842436905870326,0.019578126055756182,0.9804218739442438,0.05555555555555555,16.416666666666668,0.6145833333333334,
breast_cancer,lgbm,0,0.0,0.25,out0.00_clone0.25,RidgeAIME,569,171,30,38,0,8,0.907214208971709,0.9590643274853801,0.3118877769450575,0.0005474169738590717,748700.8295979791,220201.06023495307,0.004166511945695423,0.014166511945689948,1.0,1.0,0.0,3.5150360208480986,0.4485653235653236,0.7082649451070503,0.6711489230954727,-0.014681935633636836,0.5694201631701632,0.7343254185359448,0.4452089343331147,0.0776642603905636,0.02838962573970231,0.9716103742602978,0.08333333333333333,17.166666666666668,0.5958333333333333,
breast_cancer,lgbm,0,0.0,0.25,out0.00_clone0.25,HuberRidgeAIME,569,171,30,38,0,8,0.907214208971709,0.9590643274853801,0.3118877769450575,0.001158915983978659,750068.0317005352,220317.32818488433,0.004158886069834887,0.0141588860699214,5.0,0.9990356228459041,0.011695906432748537,3.509115220908823,0.4371947496947497,0.7002772002772004,0.6607494810623477,-0.025870593297449933,0.5533945221445221,0.7400973848342269,0.4366870901402649,0.07005001583761132,0.028553254655958652,0.9714467453440413,0.08333333333333333,16.75,0.60625,
breast_cancer,svm,0,0.0,0.25,out0.00_clone0.25,AIME,569,171,30,38,0,8,0.00402624998241663,0.9707602339181286,0.07510849849498466,0.0006112499977461994,748700.8295979791,748700.8295979791,0.004166511945695423,0.004166511945695423,1.0,1.0,0.0,6.199576677188546,0.46172577422577427,0.7444104023051391,0.6137498353489494,-0.28019263234661457,0.4611950549450549,0.7187602582339425,0.31145720091219087,0.05966499265711289,0.020739006286994342,0.9792609937130057,0.027777777777777776,17.666666666666668,0.5833333333333334,
breast_cancer,svm,0,0.0,0.25,out0.00_clone0.25,HuberAIME,569,171,30,38,0,8,0.00402624998241663,0.9707602339181286,0.07510849849498466,0.0007717910339124501,748700.3115988572,748700.3115988572,0.004166509673671333,0.004166509673671333,4.5,0.9999427270767414,0.0029239766081871343,6.208941803807564,0.46172577422577427,0.7497173286646971,0.6076207360881443,-0.28683304214985483,0.4611950549450549,0.7215778531568006,0.311122212829445,0.059365428347689694,0.020791267423313255,0.9792087325766867,0.027777777777777776,17.666666666666668,0.5833333333333334,
breast_cancer,svm,0,0.0,0.25,out0.00_clone0.25,RidgeAIME,569,171,30,38,0,8,0.00402624998241663,0.9707602339181286,0.07510849849498466,0.0007113750325515866,748700.8295979791,220201.06023495307,0.004166511945695423,0.014166511945689948,1.0,1.0,0.0,2.8196870424170806,0.3752289377289378,0.6274391800707589,0.6592239835231276,-0.11537740518721873,0.5132783882783882,0.6664022321917058,0.36769986415632827,0.003157356303814307,0.0325849521818893,0.9674150478181107,0.05555555555555555,15.25,0.64375,
breast_cancer,svm,0,0.0,0.25,out0.00_clone0.25,HuberRidgeAIME,569,171,30,38,0,8,0.00402624998241663,0.9707602339181286,0.07510849849498466,0.0007025840459391475,748700.8295979791,220201.06023495307,0.004166511945695423,0.014166511945689948,2.0,1.0,0.0,2.8196870424170806,0.36828449328449325,0.633183791078528,0.6558239760966662,-0.11970139168185366,0.5132783882783882,0.6663201663201663,0.36800337552827267,0.0029780990231316473,0.032598691437731114,0.9674013085622689,0.05555555555555555,15.25,0.64375,
breast_cancer,mlp,0,0.0,0.25,out0.00_clone0.25,AIME,569,171,30,38,0,8,0.023237875022459775,0.9590643274853801,0.1055302132075203,0.0008872500038705766,748700.8295979791,748700.8295979791,0.004166511945695423,0.004166511945695423,1.0,1.0,0.0,4.280092124422764,0.432997557997558,0.7583980741875479,0.5984764291901321,-0.36898933889799723,0.369047619047619,0.7647445015866068,0.4022360266688758,0.09434089763321463,0.01994907237766324,0.9800509276223367,0.0,18.916666666666668,0.5520833333333334,
breast_cancer,mlp,0,0.0,0.25,out0.00_clone0.25,HuberAIME,569,171,30,38,0,8,0.023237875022459775,0.9590643274853801,0.1055302132075203,0.0006632499862462282,748700.8295979791,748700.8295979791,0.004166511945695423,0.004166511945695423,2.0,1.0,0.0,4.280092124422764,0.432997557997558,0.7590910748805486,0.5978995840459101,-0.36988238161759407,0.369047619047619,0.7647445015866068,0.4022360266688758,0.09434089763321463,0.01994907237766324,0.9800509276223367,0.0,18.916666666666668,0.5520833333333334,
breast_cancer,mlp,0,0.0,0.25,out0.00_clone0.25,RidgeAIME,569,171,30,38,0,8,0.023237875022459775,0.9590643274853801,0.1055302132075203,0.0006209999555721879,748700.8295979791,220201.06023495307,0.004166511945695423,0.014166511945689948,1.0,1.0,0.0,2.3260382145321783,0.46771978021978017,0.7415289783710836,0.7183591562689395,0.014442453305187147,0.43738553113553114,0.7673432541853594,0.4987605584550866,0.11212818695825512,0.02884772279147543,0.9711522772085246,0.08333333333333333,16.083333333333332,0.6229166666666667,
breast_cancer,mlp,0,0.0,0.25,out0.00_clone0.25,HuberRidgeAIME,569,171,30,38,0,8,0.023237875022459775,0.9590643274853801,0.1055302132075203,0.000667083018925041,748700.8295979791,220201.06023495307,0.004166511945695423,0.014166511945689948,2.0,1.0,0.0,2.3260382145321783,0.46771978021978017,0.7437538753328227,0.7183549242800936,0.014366430778686814,0.43738553113553114,0.7673432541853594,0.4987605584550866,0.11212818695825512,0.02884772279147543,0.9711522772085246,0.08333333333333333,16.083333333333332,0.6229166666666667,
breast_cancer,lgbm,0,0.0,0.5,out0.00_clone0.50,AIME,569,171,30,45,0,15,0.9906615419895388,0.9707602339181286,0.15492677910265432,0.0009874170063994825,1060020.7629879226,1060020.7629879226,0.0026968600928576284,0.0026968600928576284,1.0,1.0,0.0,10.989247190210953,0.5133130758130758,0.6937747035573123,0.7087624234060215,0.061194462462134024,0.2848235785542287,0.6216238471673253,0.2640136057068845,0.03183018950408671,0.01948989874449267,0.9805101012555073,0.027777777777777776,20.583333333333332,0.5833333333333334,
